file,load_audio_ms,pad_trim_ms,mel_ms,encoder_ms,decoder_ms,total_ms
atm_limit_01.wav,1917.7405999507755,1.5761000104248524,73.47139995545149,1569.172100047581,3213.7097000377253,6775.669900001958
atm_limit_02.wav,140.14530007261783,1.1387999402359128,12.170700007118285,1572.4496999755502,1994.566100067459,3720.4706000629812
atm_limit_03.wav,111.32549995090812,0.9649000130593777,5.918200011365116,1333.4329000208527,1994.2941999761388,3445.935699972324
balance_01.wav,113.08769998140633,0.7848000386729836,4.737199982628226,1287.4310000333935,1817.9174999240786,3223.9581999601796
balance_02.wav,107.4568999465555,1.1425999691709876,3.2689000945538282,1330.12019994203,1922.4097999976948,3364.398399950005
balance_03.wav,133.6501999758184,1.024700002744794,6.419199984520674,1319.4200000725687,2026.3239999767393,3486.838100012392
balance_04.wav,136.11019996460527,1.0167000582441688,6.848599994555116,1409.9295999621972,2178.289300063625,3732.194400043227
balance_05.wav,139.7692000027746,0.9003999875858426,9.94129991158843,1341.0520000616089,1705.7329999515787,3197.3958999151364
balance_06.wav,115.12269999366254,1.2405000161379576,5.987200071103871,1279.8072999576107,1671.5479999547824,3073.7056999932975
balance_07.wav,102.98289998900145,0.7377000292763114,6.226299912668765,1277.052600053139,1815.8473999937996,3202.846899977885
balance_08.wav,105.18389998469502,0.8447000291198492,4.886799957603216,1294.6489000460133,1719.6675000013784,3125.2318000188097
balance_09.wav,100.41690000798553,0.7838000310584903,4.990700050257146,1286.4063999149948,1874.4746000738814,3267.0724000781775
balance_10.wav,100.4188999067992,0.7622999837622046,4.61390009149909,1273.8601999590173,1830.1634000381455,3209.8186999792233
card_issues_01.wav,101.5625,0.7456999737769365,5.765900015830994,1291.0485999891534,1776.516200043261,3175.6389000220224
card_issues_02.wav,94.9609000235796,0.6585000082850456,8.298899978399277,1305.0910000456497,1769.8692999547347,3178.8786000106484
card_issues_03.wav,96.4637000579387,0.5790999857708812,5.153400008566678,1309.7612999845296,1746.9172000419348,3158.8747000787407
card_issues_04.wav,105.0881000701338,0.651499954983592,4.924700013361871,1363.0171000258997,1791.2964000133798,3264.9778000777587
card_issues_05.wav,92.46319998055696,0.5720999324694276,3.802600083872676,1323.7483999691904,1880.8364999713376,3301.422799937427
cash_deposit_01.wav,126.30329991225153,0.5999000277370214,3.2719000009819865,1352.501600049436,1849.6807999908924,3332.357499981299
cash_deposit_02.wav,94.83830002136528,0.6406999891623855,6.122800055891275,1341.3111999398097,1924.6008000336587,3367.5138000398874
cash_deposit_03.wav,137.16799998655915,0.7199000101536512,3.668599994853139,1349.834299995564,1937.5891999807209,3428.9799999678507
cash_deposit_04.wav,98.11660007108003,0.7575999479740858,11.196900042705238,1359.3039999250323,1806.2099000671878,3275.5850000539795
cash_deposit_05.wav,103.96590002346784,0.6753000197932124,4.1504999389871955,1341.1907000700012,1933.9413000270724,3383.923700079322
cash_deposit_06.wav,96.55699995346367,0.7126000709831715,4.625299945473671,1352.9530999949202,1905.7528000557795,3360.60080002062
cash_deposit_07.wav,105.76469998341054,0.7786999922245741,3.8506999844685197,1312.3312999960035,1756.165700033307,3178.891099989414
cash_deposit_08.wav,90.81680001690984,0.6908000214025378,6.322300061583519,1315.0102999061346,1842.1299000037834,3254.970100009814
cash_deposit_09.wav,93.75969995744526,0.8332000579684973,4.626099951565266,1343.0377000477165,1855.818699928932,3298.0753999436274
cash_deposit_10.wav,90.94349993392825,0.6218000780791044,5.421199952252209,1332.0831999881193,1999.3843000847846,3428.4540000371635
latest_transactions_01.wav,102.2274000570178,0.968199921771884,4.833300015889108,1367.6271999720484,1931.0498000122607,3406.705899978988
latest_transactions_02.wav,104.67349993996322,0.8356000762432814,5.221499945037067,1328.107999986969,1901.6559000592679,3340.4945000074804
latest_transactions_03.wav,124.53449994791299,0.7309999782592058,4.580700071528554,1376.7189999343827,1813.371600001119,3319.9367999332026
pay_bill_01.wav,96.56649990938604,0.583500019274652,6.813200074248016,1323.2309999875724,1981.350400019437,3408.544600009918
pay_bill_02.wav,100.925000035204,0.6897000130265951,4.292299970984459,1338.3845000062138,1926.467000041157,3370.758500066586
pay_bill_03.wav,92.43089996743947,0.534399994648993,4.955200012773275,1345.3948000678793,1943.0079000303522,3386.323200073093
pay_bill_04.wav,106.87379993032664,0.9041000157594681,6.591800018213689,1353.127900045365,1900.6737999152392,3368.171399924904
pay_bill_05.wav,103.82299998309463,0.7966000121086836,8.106400026008487,1359.8249000497162,1854.1449999902397,3326.695900061168
pay_bill_06.wav,102.5853999890387,1.0506000835448503,6.041100015863776,1334.2044999590144,1968.8185999402776,3412.7001999877393
pay_bill_07.wav,117.7521999925375,0.8021999383345246,10.02320006955415,1442.3419999657199,2020.8955999696627,3591.815199935809
pay_bill_08.wav,144.68069991562515,0.9265000699087977,10.712699964642525,1414.0836000442505,2093.442799989134,3663.846299983561
pay_bill_09.wav,105.12630001176149,0.7888000691309571,7.952099898830056,1414.8367000743747,2088.095000013709,3616.7989000678062
pay_bill_10.wav,113.26180002652109,0.8989999769255519,6.921099964529276,1471.4073000941426,2030.7470998959616,3623.23629995808
